track_id,name,playcount,album_index,album_id,album_name
0FE9t6xYkqWXU2ahLh6D8X,Shape of You,2962924082,0,7oJa8bPFKVbq4c7NswXHw8,Shape of You
0sf12qNH5qcw8qpgymFOqD,Blinding Lights,2618515979,1,2ZfHkwHuoAZrlz7RMj0PDz,Blinding Lights
5ZULALImTm80tzUbYQYM9d,Dance Monkey,2398308177,2,2pJXQvY0YeDvVJ9gMU9G7j,The Kids Are Coming
0JQ5MbyriK6ruD3t6RZ7ix,Never Seen The Rain,336315231,2,2pJXQvY0YeDvVJ9gMU9G7j,The Kids Are Coming
7wGoVu4Dady5GV0Sv4UIsx,rockstar,2293581675,3,4AabsQ6plH3OmdE6BWI04j,rockstar
1my81o4N4vaHpcMlA3Gj4y,U With Me?,103664208,4,3hARKC8cinq3mZLLAEaBh9,Views
7JnEdTyLhvRAZUg8z53Gx3,Hype,156038371,4,3hARKC8cinq3mZLLAEaBh9,Views
6H7b2XG2xcpctrl602BwGl,Feel No Ways,208291605,4,3hARKC8cinq3mZLLAEaBh9,Views
2FBUoWkIuQXwayw2RNo5l6,Hotline Bling,1019930237,4,3hARKC8cinq3mZLLAEaBh9,Views
4p3hA9qjCRix74GyuI3Qm5,With You,159805359,4,3hARKC8cinq3mZLLAEaBh9,Views
1WRy5l3TwrwlzNmB5bOeKw,Pop Style,327113992,4,3hARKC8cinq3mZLLAEaBh9,Views
28XwBLUtFxOGoWzovwsdyJ,9,114840696,4,3hARKC8cinq3mZLLAEaBh9,Views
6F609ICg9Spjrw1epsAnpa,Controlla,675194925,4,3hARKC8cinq3mZLLAEaBh9,Views
2ZB8Zwf6wd3PUMlSJKR2bG,Fire & Desire,208053830,4,3hARKC8cinq3mZLLAEaBh9,Views
1xznGGDReH1oQq0xzbwXa3,One Dance,2162785776,4,3hARKC8cinq3mZLLAEaBh9,Views
7juAP7GZBF0Dtm0qqLSWOJ,Still Here,241512287,4,3hARKC8cinq3mZLLAEaBh9,Views
2DTNkIFrsB8nQ5Gt8vJAmZ,Redemption,133722528,4,3hARKC8cinq3mZLLAEaBh9,Views
2YuurylylBcB0fJ8ho5soN,Childs Play,220341877,4,3hARKC8cinq3mZLLAEaBh9,Views
5iemvGR1EraL9s3XvohIP3,Grammys,147199707,4,3hARKC8cinq3mZLLAEaBh9,Views
11KJSRSgaDxqydKYiD2Jew,Too Good,860787647,4,3hARKC8cinq3mZLLAEaBh9,Views
7BKLCZ1jbUBVqRi2FVlTVw,Closer,2142337672,5,0rSLgV8p5FzfnqlEk4GzxE,Closer
1A6OTy97kk0mMdm78rHsm8,Sunflower - Spider-Man: Into the Spider-Verse,2084026283,6,47LpgGVshd0tbFSbm9tTLb,Sunflower (Spider-Man: Into the Spider-Verse)
6T8cJz5lAqGer9GUHGyelE,God's Plan,1836996192,7,2YDNDwQvsU0njt7Kq0xNRY,Scary Hours
1HNkqx9Ahdgi1Ixy2xkKkL,Photograph,1727593219,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
5TvFfDlVoUWZvfqrhTJzD7,One,238190922,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
0xCA70t1ZA4fa9UOE0lIJm,I'm a Mess,289235165,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
1huvTbEYtgltjQRXzrNKGi,Don't,605873454,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
5v4sZRuvWDcisoOk1PFv6T,Bloodstream,260182618,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
1HbcclMpw0q2WDWpdGCKdS,Tenerife Sea,505571333,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
6K8qKeWo5MsFED7wCR6Kop,Sing,459109916,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
2dmOWlEHrP266Qgz6wnUrd,Take It Back,106243659,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
5pY3ovFxbvAg7reGZjJQSp,I See Fire,793857212,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
34gCuhDGsG4bRPIf9bb02f,Thinking out Loud,1876610233,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
12B0Twa9kRz45Xw2PgXHJm,Afire Love,155074895,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
2VmA7bm5ECiYZfw7x4Nzku,Runaway,124374918,8,1xn54DMo2qIqBuMqHtUsFd,x (Deluxe Edition)
