	track_id	track	artist	url
47	32OlwWuMpZ6b0aN2RZOeMS	Uptown Funk (feat. Bruno Mars)	Mark Ronson	https://en.wikipedia.org/wiki/Uptown_Funk
48	1F2HXIJrE2Xn81OzT2zZvW	Unforgettable	French Montana	https://en.wikipedia.org/wiki/Unforgettable_(French_Montana_song)
49	4VrWlk8IQxevMvERoX08iC	Chandelier	Sia	https://en.wikipedia.org/wiki/Chandelier_(song)
50	7fa9MBXhVfQ8P8Df9OEbD8	Girls Like You (feat. Cardi B) - Cardi B Version	Maroon 5	https://en.wikipedia.org/wiki/Girls_Like_You
51	6DNtNfH8hXkqOX1sjqmI7p	Cold Water (feat. Justin Bieber & M�)	Major Lazer	https://en.wikipedia.org/wiki/Cold_Water_(song)
52	1ds2QsfhAAfRiaFMGDzrdb	What Do You Mean?	Justin Bieber	https://en.wikipedia.org/wiki/What_Do_You_Mean%3F
53	4aWmUDTfIPGksMNLV2rQP2	Despacito (Featuring Daddy Yankee)	Luis Fonsi	https://en.wikipedia.org/wiki/Despacito
54	23ihGIrYOSzNNGJ6STAxI4	7 Years	Lukas Graham	https://en.wikipedia.org/wiki/7_Years_(Lukas_Graham_song)
55	6JV2JOEocMgcZxYSZelKcc	"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")"	Justin Timberlake	https://en.wikipedia.org/wiki/Can%27t_Stop_the_Feeling!
56	1WP1r7fuvRqZRnUaTi2I1Q	Stitches	Shawn Mendes	https://en.wikipedia.org/wiki/Stitches_(Shawn_Mendes_song)
57	4fTHdMTq0Znl3djLI1Typn	Cheerleader (Felix Jaehn Remix) - Radio Edit	OMI	https://en.wikipedia.org/wiki/Cheerleader_(song)
58	0azC730Exh71aQlOt9Zj3y	This Is What You Came For (feat. Rihanna)	Calvin Harris	https://en.wikipedia.org/wiki/This_Is_What_You_Came_For
59	0KKkJNfGyhkQ5aFogxQAPU	That's What I Like	Bruno Mars	https://en.wikipedia.org/wiki/That%27s_What_I_Like_(Bruno_Mars_song)
60	4tCtwWceOPWzenK2HAIJSb	Work from Home (feat. Ty Dolla $ign)	Fifth Harmony	https://en.wikipedia.org/wiki/Work_from_Home_(song)
61	1MDoll6jK4rrk2BcFRP5i7	Hello	Adele	https://en.wikipedia.org/wiki/Hello_(Adele_song)
62	3X38ErFiKgzUxinBlhwuWm	Can't Feel My Face	The Weeknd	https://en.wikipedia.org/wiki/Can%27t_Feel_My_Face
63	6i0V12jOa3mr6uu4WYhUBr	Heathens	Twenty One Pilots	https://en.wikipedia.org/wiki/Heathens_(song)
64	7wqSzGeodspE3V6RBD5W8L	See You Again (feat. Charlie Puth)	Wiz Khalifa	https://en.wikipedia.org/wiki/See_You_Again
65	6Ep6BzIOB9tz3P4sWqiiAB	Radioactive	Imagine Dragons	https://en.wikipedia.org/wiki/Radioactive_(Imagine_Dragons_song)
66	7wrDRQgHlvDnimrRHfQZxt	Psycho (feat. Ty Dolla $ign)	Post Malone	https://en.wikipedia.org/wiki/Psycho_(Post_Malone_song)
67	5knuzwU65gJK7IF5yJsuaW	Rockabye (feat. Sean Paul & Anne-Marie)	Clean Bandit	https://en.wikipedia.org/wiki/Rockabye_(song)
68	6g1NlCpW7fgqDnWbCCDrHl	Wake Me Up - Radio Edit	Avicii	https://en.wikipedia.org/wiki/Wake_Me_Up_(Avicii_song)
69	4iLqG9SeJSnt0cSPICSjxv	Attention	Charlie Puth	https://en.wikipedia.org/wiki/Attention_(Charlie_Puth_song)
70	72Q0FQQo32KJloivv5xge2	I'm the One	DJ Khaled	https://en.wikipedia.org/wiki/I%27m_the_One_(DJ_Khaled_song)
71	14WWzenpaEgQZlqPq2nk4v	Work	Rihanna	https://en.wikipedia.org/wiki/Work_(Rihanna_song)
72	3NdDpSvN911VPGivFlV5d0	"I Don�t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)"""	ZAYN	https://en.wikipedia.org/wiki/I_Don%27t_Wanna_Live_Forever
73	3eR23VReFzcdmS7TYCrhCe	It Ain't Me (with Selena Gomez)	Kygo	https://en.wikipedia.org/wiki/It_Ain%27t_Me
74	6lDo13SSgTv0WbyUQKgnjk	Light It Up (feat. Nyla & Fuse ODG) - Remix	Major Lazer	https://en.wikipedia.org/wiki/Light_It_Up_(Major_Lazer_song)
75	2rb5MvYT7ZIxbKW5hfcHx8	Mi Gente	J Balvin	https://en.wikipedia.org/wiki/Mi_Gente_(J_Balvin_and_Willy_William_song)
76	06KyNuuMOX1ROXRhj787tj	We Don't Talk Anymore (feat. Selena Gomez)	Charlie Puth	https://en.wikipedia.org/wiki/We_Don%27t_Talk_Anymore_(Charlie_Puth_song)
77	519uJbE3zyKLlToVA65PrP	Counting Stars	OneRepublic	https://en.wikipedia.org/wiki/Counting_Stars
78	6DrBnEWZ5kxvBiBaDaGQnc	Sugar	Maroon 5	https://en.wikipedia.org/wiki/Sugar_(Maroon_5_song)
79	0mel2N9Ws9r4yLQn5QE21Y	Too Good At Goodbyes - Edit	Sam Smith	https://en.wikipedia.org/wiki/Spectre_(2015_film)
80	0ysmhSqZrkiRkRH4mH8rDn	The Hills	The Weeknd	https://en.wikipedia.org/wiki/The_Hills_(song)
81	3bidbhpOYeV4knp8AIu8Xn	Can't Hold Us - feat. Ray Dalton	Macklemore & Ryan Lewis	https://en.wikipedia.org/wiki/Can%27t_Hold_Us
82	2Z8WuEywRWYTKe1NybPQEW	Ride	Twenty One Pilots	https://en.wikipedia.org/wiki/Ride_(Twenty_One_Pilots_song)
83	1UfBAJfmofTffrae5ls6DA	Hotline Bling	Drake	https://en.wikipedia.org/wiki/Hotline_Bling
84	46THN9jjPWhSqFUu6YsBhv	Panda	Desiigner	https://en.wikipedia.org/wiki/Panda_(Desiigner_song)
85	0bAkKNCQfWkexHFn7fIKns	In My Feelings	Drake	https://en.wikipedia.org/wiki/In_My_Feelings
86	23L5CiUhw2jV1OIMwthR3S	In the Name of Love	Martin Garrix	https://en.wikipedia.org/wiki/In_the_Name_of_Love_(Martin_Garrix_and_Bebe_Rexha_song)
87	2Aa1wE8ofs2tu59TOQrZKW	Cake By The Ocean	DNCE	https://en.wikipedia.org/wiki/Cake_by_the_Ocean
88	40YcuQysJ0KlGQTeGUosTC	Me, Myself & I	G-Eazy	https://en.wikipedia.org/wiki/Me,_Myself_%26_I_(G-Eazy_and_Bebe_Rexha_song)
89	66hayvUbTotekKU3H4ta1f	Where Are � Now (with Justin Bieber)	Jack �	https://en.wikipedia.org/wiki/Where_Are_%C3%9C_Now
90	0r4SsYcwvd8URat6AS2m6f	Lush Life	Zara Larsson	https://en.wikipedia.org/wiki/Lush_Life_(Zara_Larsson_song)
91	7vRriwrloYVaoAe3a9wJHe	i hate u, i love u (feat. olivia o'brien)	gnash	https://en.wikipedia.org/wiki/I_Hate_U,_I_Love_U
92	7y2YUIyCuVhBidENVT0068	"Love Me Like You Do - From ""Fifty Shades Of Grey"""	Ellie Goulding	https://en.wikipedia.org/wiki/Love_Me_like_You_Do
93	2Oehrcv4Kov0SuIgWyQY9e	Demons	Imagine Dragons	https://en.wikipedia.org/wiki/Demons_(Imagine_Dragons_song)
94	5aFQU3VPCQ3YGfKBA4tLfj	1-800-273-8255	Logic	
95	4RepvCWqsP6zBuzvwYibAS	I Feel It Coming	The Weeknd	https://en.wikipedia.org/wiki/I_Feel_It_Coming
96	1KqlVt63Q4bl1VdSlymr5C	Riptide	Vance Joy	https://en.wikipedia.org/wiki/Riptide_(Vance_Joy_song)
97	0dA2Mk56wEzDgegdC6R17g	Stay (with Alessia Cara)	Zedd	https://en.wikipedia.org/wiki/Stay_(Zedd_and_Alessia_Cara_song)
98	79cuOz3SPQTuFrp8WgftAu	There's Nothing Holdin' Me Back	Shawn Mendes	https://en.wikipedia.org/wiki/There%27s_Nothing_Holdin%27_Me_Back
99	2mdxJLJHzFmiiYdTZ8JcyH	I Fall Apart	Post Malone	https://en.wikipedia.org/wiki/I_Fall_Apart
100	11KJSRSgaDxqydKYiD2Jew	Too Good	Drake	https://en.wikipedia.org/wiki/Too_Good
101	3rOSwuTsUlJp0Pu0MkN8r8	Mask Off	Future	https://en.wikipedia.org/wiki/Mask_Off
102	2zDt2TfQbxiSPjTVJTgbwz	Starving	Hailee Steinfeld	https://en.wikipedia.org/wiki/Starving_(song)
103	7vGuf3Y35N4wmASOKLUVVU	Silence	Marshmello	https://en.wikipedia.org/wiki/Silence_(Marshmello_song)
104	6OZh916QF8XNunWaP97WEZ	Fast Car	Jonas Blue	https://en.wikipedia.org/wiki/Fast_Car
105	3s4U7OHV7gnj42VV72eSZ6	Rather Be (feat. Jess Glynne)	Clean Bandit	https://en.wikipedia.org/wiki/Rather_Be
106	0IKK48xF4eEdfofyaeKWWO	PILLOWTALK	ZAYN	https://en.wikipedia.org/wiki/Pillowtalk_(song)
107	66qlqxhEMpSHOzjRK4il0b	Castle on the Hill	Ed Sheeran	https://en.wikipedia.org/wiki/Castle_on_the_Hill
108	15vzANxN8G9wWfwAJLLMCg	Paris	The Chainsmokers	https://en.wikipedia.org/wiki/Paris_(The_Chainsmokers_song)
109	6kex4EBAj0WHXDKZMEJaaF	Swalla (feat. Nicki Minaj & Ty Dolla $ign)	Jason Derulo	https://en.wikipedia.org/wiki/Swalla
110	5tf1VVWniHgryyumXyJM7w	Sugar (feat. Francesco Yates)	Robin Schulz	https://en.wikipedia.org/wiki/Sugar_(Robin_Schulz_song)
111	7ef4DlsgrMEH11cDZd32M6	One Kiss (with Dua Lipa)	Calvin Harris	https://en.wikipedia.org/wiki/One_Kiss_(song)
112	7LOnWbR6p2YqaGDWQPP8jJ	IDGAF	Dua Lipa	https://en.wikipedia.org/wiki/IDGAF_(song)
113	3FWPoYBDserKdzcattMFGa	Roses (feat. ROZES)	The Chainsmokers	https://en.wikipedia.org/wiki/Roses_(The_Chainsmokers_song)
114	3twQx3psUMJKj4wna5d1zU	Trap Queen	Fetty Wap	https://en.wikipedia.org/wiki/Trap_Queen
115	0afhq8XCExXpqazXczTSve	Galway Girl	Ed Sheeran	https://en.wikipedia.org/wiki/Galway_Girl_(Ed_Sheeran_song)
116	152lZdxL1OR0ZMW6KquMif	Location	Khalid	https://en.wikipedia.org/wiki/Location_(Khalid_song)
117	2sNvitW3TxiTeC9xT9f2ZZ	Firestone	Kygo	https://en.wikipedia.org/wiki/Firestone_(song)
118	5b88tNINg4Q4nrRbrCXUmg	"Happy - From ""Despicable Me 2"""	Pharrell Williams	https://en.wikipedia.org/wiki/Happy_(Pharrell_Williams_song)
119	7oGZAicScQt96OAW4AruYy	Want to Want Me	Jason Derulo	https://en.wikipedia.org/wiki/Want_to_Want_Me
120	22mek4IiqubGD9ctzxc69s	How Deep Is Your Love	Calvin Harris	https://en.wikipedia.org/wiki/How_Deep_Is_Your_Love_(Calvin_Harris_and_Disciples_song)
121	2Fn3coxd0xAZ09JtrgcgHa	Middle	DJ Snake	https://en.wikipedia.org/wiki/Middle_(song)
122	4iZPNYqzI2L0uwuUKun7Aa	Stole the Show	Kygo	https://en.wikipedia.org/wiki/Stole_the_Show
123	4WGyY671Z37inSpCTBJoIm	"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack"	The Weeknd	https://en.wikipedia.org/wiki/Fifty_Shades_of_Grey
124	3kfxarilcBr81mb2hmZLeh	Needed Me	Rihanna	https://en.wikipedia.org/wiki/Needed_Me
125	4pLwZjInHj3SimIyN9SnOz	Side To Side	Ariana Grande	https://en.wikipedia.org/wiki/Side_to_Side
126	7zrYKlgYQv1ELz7LGyjTd1	Bang Bang	Jessie J	https://en.wikipedia.org/wiki/Bang_Bang_(Jessie_J,_Ariana_Grande_and_Nicki_Minaj_song)
127	7b71WsDLb8gG0cSyDTFAEW	Summer	Calvin Harris	https://en.wikipedia.org/wiki/Summer_(Calvin_Harris_song)
128	4kgsK0fftHtg9gZOzkU5T2	Dark Horse	Katy Perry	https://en.wikipedia.org/wiki/Dark_Horse_(Katy_Perry_song)
129	6WLS56xiRrXjSm9RSdL3zD	Never Forget You	Zara Larsson	https://en.wikipedia.org/wiki/Never_Forget_You_(Zara_Larsson_and_MNEK_song)
130	3B7udSGy2PfgoCniMSb523	"I See Fire - From ""The Hobbit - The Desolation Of Smaug"""	Howard Shore	https://en.wikipedia.org/wiki/I_See_Fire
131	5fnA9mkIfScSqHIpeDyvck	Prayer in C - Robin Schulz Radio Edit	Lilly Wood and The Prick	https://en.wikipedia.org/wiki/Prayer_in_C
132	6fNhZRFEkBfgW39W3wKARJ	Pompeii	Bastille	https://en.wikipedia.org/wiki/Pompeii_(song)
133	3tCwjWLicbjsMCvXhN0WOE	Rude	MAGIC!	https://en.wikipedia.org/wiki/Rude_(song)
134	4kbj5MwxO1bq9wjT5g9HaA	Shut Up and Dance	WALK THE MOON	https://en.wikipedia.org/wiki/Shut_Up_and_Dance_(Walk_the_Moon_song)
135	1zHlj4dQ8ZAtrayhuDDmkY	Timber (feat. Ke$ha)	Pitbull	https://en.wikipedia.org/wiki/Timber_(Pitbull_song)
136	6Knv6wdA0luoMUuuoYi2i1	My House	Flo Rida	https://en.wikipedia.org/wiki/My_House_(Flo_Rida_song)
137	5MFzQMkrl1FOOng9tq6R9r	Don't Wanna Know	Maroon 5	https://en.wikipedia.org/wiki/Don%27t_Wanna_Know
138	0gb1J5UrTpzaU1s3nupgCd	No Money	Galantis	https://en.wikipedia.org/wiki/No_Money_(song)
139	07nH4ifBxUB4lZcsf44Brn	Blame (feat. John Newman)	Calvin Harris	https://en.wikipedia.org/wiki/Blame_(Calvin_Harris_song)
140	6HFbq7cewJ7rPiffV0ciil	A Sky Full of Stars	Coldplay	https://en.wikipedia.org/wiki/A_Sky_Full_of_Stars
141	1VbhR6D6zUoSTBzvnRonXO	I'm Not The Only One	Sam Smith	https://en.wikipedia.org/wiki/I%27m_Not_the_Only_One
142	4b7FMWTw3y69EahB3h0Cd4	Sex (Cheat Codes X Kris Kross Amsterdam)	Cheat Codes	https://en.wikipedia.org/wiki/Sex_(Cheat_Codes_and_Kris_Kross_Amsterdam_song)
143	6N9ZOtguCnnrvwH7zD82WJ	GDFR (feat. Sage the Gemini & Lookas)	Flo Rida	https://en.wikipedia.org/wiki/Flo_Rida
144	1CUVN2kn7mW5FjkqXTR2W1	Perfect Strangers	Jonas Blue	https://en.wikipedia.org/wiki/Perfect_Strangers_(Jonas_Blue_song)
145	2wqaekenSQZm7hxQOYt8oE	Am I Wrong	Nico & Vinz	https://en.wikipedia.org/wiki/Am_I_Wrong
146	2CPqh63wRVscbceKcPxwvv	The Ocean (feat. Shy Martin)	Mike Perry	https://en.wikipedia.org/wiki/The_Ocean_(Mike_Perry_song)
147	3yvZ1VUso9Xi7EvIyLaj4o	Royals	Lorde	https://en.wikipedia.org/wiki/Royals_(song)
148	4OJKPoqK5oMdPmAuT4V8Lg	Waves - Robin Schulz Radio Edit	Mr. Probz	https://en.wikipedia.org/wiki/Waves_(Mr._Probz_song)
149	4AOpEhqA7zHxQjkHmRrAp7	This Girl - Kungs Vs. Cookin' On 3 Burners	Kungs	https://en.wikipedia.org/wiki/This_Girl_(Cookin%27_on_3_Burners_song)
150	4Ld3RS6KBXGsvtfmnjxlVl	El Perd�n (with Enrique Iglesias)	Nicky Jam	https://en.wikipedia.org/wiki/El_Perd%C3%B3n
151	7yHEDfrJNd0zWOfXwydNH0	Into You	Ariana Grande	https://en.wikipedia.org/wiki/Into_You_(Ariana_Grande_song)
152	0ifSeVGUr7py5GggttDhXw	All About That Bass	Meghan Trainor	https://en.wikipedia.org/wiki/All_About_That_Bass
153	46gjYTEK7W8ZTABcglGP2f	Jumpman	Drake	https://en.wikipedia.org/wiki/Jumpman_(song)
154	7gBj0VgcuAgkXkiRRYvSmK	Stay (feat. Maty Noyes)	Kygo	https://en.wikipedia.org/wiki/Stay_(Kygo_song)
155	5eCgNATwXgRc4mZx9NymGJ	Waiting For Love	Avicii	https://en.wikipedia.org/wiki/Waiting_for_Love_(Avicii_song)
156	7x5xYW5W42OGPAdHUyyguy	Locked Away (feat. Adam Levine)	R. City	https://en.wikipedia.org/wiki/Locked_Away
157	7MmG8p0F9N3C4AXdK6o6Eb	Outside (feat. Ellie Goulding)	Calvin Harris	https://en.wikipedia.org/wiki/Outside_(Calvin_Harris_song)
158	5XzmZjXhMjDHr7ZfJ6DELQ	FourFiveSeconds	Rihanna	https://en.wikipedia.org/wiki/FourFiveSeconds
159	0DKT3yIip1M0W0J1HYS1ru	Maps	Maroon 5	https://en.wikipedia.org/wiki/Maps_(Maroon_5_song)
160	5kBHXns5U8pjLWGwtbhT8d	Are You with Me - Radio Edit	Lost Frequencies	https://en.wikipedia.org/wiki/Are_You_with_Me
161	3cySlItpiPiIAzU3NyHCJf	Problem	Ariana Grande	https://en.wikipedia.org/wiki/Problem_(Ariana_Grande_song)
162	2bJvI42r8EF3wxjOuDav4r	Time of Our Lives	Pitbull	https://en.wikipedia.org/wiki/Time_of_Our_Lives_(Pitbull_and_Ne-Yo_song)
163	5afHIkEcVhCF1Z1CTqMUXB	Ain't Nobody (Loves Me Better)	Felix Jaehn	https://en.wikipedia.org/wiki/Ain%27t_Nobody
164	6kBp8w67thoYqTUOQVSGFg	Good For You	Selena Gomez	https://en.wikipedia.org/wiki/Good_for_You_(song)
165	6ZSO7kPn8IMJFymyticbJO	Gold	Kiiara	https://en.wikipedia.org/wiki/Gold_(Kiiara_song)
166	1T7Htpf1kEvU9Adf8J0ekk	Break Free	Ariana Grande	https://en.wikipedia.org/wiki/Break_Free_(song)
167	6kwAbEjseqBob48jCus7Sz	Elastic Heart	Sia	https://en.wikipedia.org/wiki/Elastic_Heart
168	4O594chXfv4lHvneDP0Ud0	Animals	Maroon 5	https://en.wikipedia.org/wiki/Animals_(Maroon_5_song)
169	285HeuLxsngjFn4GGegGNm	Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)	David Guetta	https://en.wikipedia.org/wiki/Hey_Mama_(David_Guetta_song)
170	41Fflg7qHiVOD6dEPvsCzO	Worth It (feat. Kid Ink)	Fifth Harmony	https://en.wikipedia.org/wiki/Worth_It_(Fifth_Harmony_song)
171	1CmUZGtH29Kx36C1Hleqlz	Thrift Shop (feat. Wanz)	Macklemore	https://en.wikipedia.org/wiki/Thrift_Shop
172	5U8hKxSaDXB8cVeLFQjvwx	The Monster	Eminem	https://en.wikipedia.org/wiki/The_Monster_(song)
173	0Rz1KXsP4bhGxs0ffySSSn	Blurred Lines	Robin Thicke	https://en.wikipedia.org/wiki/Blurred_Lines
174	2OR6U0ofkWeQgNCyaHxwoc	Fancy	Iggy Azalea	https://en.wikipedia.org/wiki/Fancy_(Iggy_Azalea_song)
175	3zKST4nk4QJE77oLjUZ0Ng	Hey Brother	Avicii	https://en.wikipedia.org/wiki/Hey_Brother
176	1huvTbEYtgltjQRXzrNKGi	Don't	Ed Sheeran	https://en.wikipedia.org/wiki/Don%27t_(Ed_Sheeran_song)
177	69uxyAqqPIsUyTO8txoP2M	Adventure of a Lifetime	Coldplay	https://en.wikipedia.org/wiki/Adventure_of_a_Lifetime
