video_id,view,channelId,channelTitle,publishedAt,spotify_index,title
UQeQepATL_c,10217132,UCBYg9_11ErMsFFNR66TRuLA,Koala Kontrol,2016-04-07T21:55:44Z,3112,Billie Eilish - Ocean Eyes (Blackbear Remix)
ThxaAo1QFSw,24855182,UCXIyz409s7bNWVcM-vjfdVA,Majestic Casual,2015-05-03T18:44:18Z,3727,Mura Masa - Firefly (feat. Nao)
cr82wSBZeeQ,227691330,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,2018-11-09T16:10:26Z,1872,Juice WRLD - Armed &amp; Dangerous (Directed by Cole Bennett)
bjgFH01k0gU,538307943,UCx1f1u4XlFFr0YgqF3wB4lQ,JenniferLopezVEVO,2012-04-06T01:00:08Z,2615,Jennifer Lopez - Dance Again (Official Video) ft. Pitbull
PxaMPLEFv6Y,30430295,UC_Av98lDjf5KvFib5elhpYg,RauwAlejandroTv,2021-09-16T22:00:10Z,4370,Rauw Alejandro - Cúrame (Video Oficial)
TUj0otkJEBo,620101657,UClVY6MdQxTZUaMDL-dLQDcw,Ty Dolla $ign,2014-06-13T17:00:31Z,752,"Ty Dolla $ign - Or Nah ft. The Weeknd, Wiz Khalifa &amp; DJ Mustard [Music Video]"
CfihYWRWRTQ,864271912,UC7KqPOHnMTzdBjkbTQp5ebg,JohnNewmanVEVO,2013-05-08T20:00:30Z,340,John Newman - Love Me Again
l2UktJtKpFw,14380263,UCIVROfF-b3Wjpk-G1-_ulFw,Billy Talent,2010-08-17T13:44:32Z,4217,Billy Talent - Red Flag - Official Video
BqaoAQbkeXo,70950290,UCvclA06ZUVv54J-1ZeJ54Aw,TheVampsVEVO,2016-11-03T13:00:01Z,781,"The Vamps, Matoma - All Night"
WJTXDCh2YiA,133535898,UCk3NOb_PipJJwzMuaBhEfQg,Birdy,2013-08-02T09:06:33Z,1650,Birdy - Wings (Official Video)
8OARiNiJ_w8,37382968,UCjjC1Jk_1o1VWpLalgo21XQ,GEazyMusicVEVO,2018-03-14T14:00:00Z,4238,G-Eazy - Sober (Official Video) ft. Charlie Puth
jD6C71xKWSs,10439789,UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,2020-08-23T23:01:00Z,3584,One Direction - Olivia (Audio)
fB8TyLTD7EE,286135688,UC2t5bjwHdUX4vM2g8TRDq5g,League of Legends,2018-09-26T13:00:06Z,3672,"RISE (ft. The Glitch Mob, Mako, and The Word Alive) | Worlds 2018 - League of Legends"
21YJcWdiNfI,68940224,UCe9hYI5YIaT3ipQ2Wmr9NHg,Mekasee,2009-12-03T02:48:24Z,2075,A Day To Remember - If it means a lot to you LYRICS
il3IbtDqgqI,44914017,UCt-2I5mGu0jhj6coClrgvkw,NicoSantosVEVO,2017-11-09T23:00:03Z,3937,Nico Santos - Rooftop (Official Video)
4zAThXFOy2c,568392056,UC_uPAFZghRvM1W89Rt-opZw,ChrisStapletonVEVO,2015-04-23T10:00:00Z,1167,Chris Stapleton - Tennessee Whiskey (Official Audio)
1DhA69K3fZ4,434265653,UCGnjeahCJW1AF34HBmQTJ-Q,shakiraVEVO,2018-07-27T13:00:00Z,1536,"Shakira, Maluma - Clandestino (Official Video)"
2EwViQxSJJQ,430203605,UC9zX2xZIJ4cnwRsgBpHGvMg,BeyoncéVEVO,2009-10-03T04:51:08Z,926,Beyoncé - Irreplaceable
ynMk2EwRi4Q,350065120,UCX2v47KsDKqajrEYFV7GbBg,AkonVEVO,2009-06-17T05:31:52Z,4153,"Akon - Sorry, Blame It On Me (Official Music Video)"
AmAaWCFlxEE,25242028,UC09rjW-THj6e3WgMKSc5Bvg,kingsofleonVEVO,2016-09-14T04:01:00Z,2571,"Kings Of Leon - Chapter 1, Waste a Moment (Official Music Video)"
2DjM0lY4pbE,9384828,UCF_fDSgPpBQuh1MsUTgIARQ,TheWeekndVEVO,2021-03-30T21:57:07Z,2793,The Weeknd - Try Me (Official Video)
4Yr7Tcim9FQ,377977328,UCKTWUJqT3NSZ50I49ExjWZQ,Warner Música,2019-09-06T15:59:58Z,3127,"DJ No Pare REMIX Justin Quiles, Natti Natasha, Farruko, Zion, Dalex, Lenny Tavárez (Video Oficial)"
SLsTskih7_I,938046615,UCeLHszkByNZtPKcaVXOCOQQ,Post Malone,2015-07-19T07:15:41Z,759,Post Malone - White Iverson
XhzpxjuwZy0,82851445,UCnSR7_Oq-MdsZxfogsfk-Ug,Tommy Boy,2017-07-21T15:45:12Z,3025,House of Pain - Jump Around (Official Music Video)
WSHhp-VXTZs,65151493,UCKC11MOR51CLg4JpYj8jb4g,Metro Boomin,2017-06-24T22:32:38Z,2101,Metro Boomin - &quot;No Complaints&quot; feat. Offset &amp; Drake [Official Audio]
4VR-6AS0-l4,71063959,UCPZUQqtVDmcjm4NY5FkzqLA,Rousseau,2018-08-20T13:00:00Z,2027,Ludovico Einaudi - Nuvole Bianche
rBKYvAdXT-k,47860328,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,2017-09-29T19:00:05Z,2274,Alok &amp; Mathieu Koss - Big Jet Plane (Official Lyric Video)
VtcP0PFifpE,290025805,UCJjRC819c6wYhTHJn-gGLoQ,Def Jam,2015-10-30T13:02:22Z,709,Jeremih - oui (Official Audio)
bX3S-_jUauc,1009515503,UCzI7wZyqk7jpXWT_MILjepw,Paulo Londra,2018-01-29T22:00:05Z,1699,Paulo Londra ft Lenny Tavarez - Nena Maldicion (Official Video)
WlosjSe5B8c,239914861,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,2017-10-19T03:42:01Z,2039,Lil Skies - Red Roses ft. Landon Cube (Directed by Cole Bennett)
Nj2U6rhnucI,451040779,UC-J-KZfRV8c13fOCkhXdLiQ,Dua Lipa,2020-03-26T13:30:12Z,3093,Dua Lipa - Break My Heart (Official Video)
gPDcwjJ8pLg,96358062,UCSJfjbTHLKj1H2-oqi6jN8Q,AllAmericanRjctsVEVO,2009-10-05T13:40:24Z,1641,The All-American Rejects - Dirty Little Secret (Official Music Video)
cKbl19xeSIQ,6405973,UCPrwhIldj47n8JcqZ4Y_WFQ,NiallHoranVEVO,2018-06-04T23:00:01Z,3591,"Niall Horan, Maren Morris - Seeing Blind (Acoustic)"
8-mloCL49vs,734862674,UCz9yS18zJGQObwUL_K-ICnw,KarolGVEVO,2018-05-11T04:00:00Z,2109,KAROL G - Mi Cama (Official Video)
N3qxFptQbVA,30507564,UCcGJdFnVvC89OVQPZpKERrQ,thaSupremeVEVO,2020-03-10T13:00:13Z,4272,tha Supreme - blun7 a swishland (Official Video)
fk4BbF7B29w,765817899,UComP_epzeKzvBX156r6pm1Q,AdeleVEVO,2016-05-23T01:46:00Z,314,Adele - Send My Love (To Your New Lover)
4oGUHRXT-wA,123892726,UCe3yZzUwpmy2eKKmF9svX0Q,Jason Derulo,2011-08-16T04:19:47Z,1002,Jason Derulo - It Girl [Official Music Video]
Hat1Hc9SNwE,335897565,UClS0wn3LPs9jdX_yt2g1k8w,MariahCareyVEVO,2009-11-18T01:41:40Z,3577,Mariah Carey - Without You (Live Video Version)
DuJV42wIQCU,208499,UC81k3Nif_o0irzLt3jWOzKw,PicksRap,2020-02-29T14:00:02Z,1531,Post Malone - Rich &amp; Sad (Lyrics)
Ao8cGLIMtvg,87785833,UC2xskkQVFEpLcGFnNSLQY0A,RihannaVEVO,2015-04-16T13:00:00Z,3111,Rihanna - American Oxygen
1TsVjvEkc4s,489124568,UCjK8ORC71kwyj1DWFwril_A,SelenaGomezVEVO,2015-06-26T13:00:00Z,164,Selena Gomez - Good For You
q3Uq1xiRdBU,661635,UCVEfrC8p4QGoiyDKlCDobIA,El Flou Audio TV,2017-11-18T17:24:00Z,996,J Balvin Feat. Jowell &amp; Randy - Bonita  (Audio)
gVa5HUGGPmo,17824089,UC3Pa0DVzVkqEN_CwsNMapqg,SamSmithVEVO,2013-12-09T10:00:00Z,242,Sam Smith - Money On My Mind (Official Lyric Video)
Jca0B2lbqpU,38107483,UCnyB9MYKRkSFK3IIB32CoVw,DemiLovatoVEVO,2016-07-15T07:00:00Z,708,Demi Lovato - Body Say (Official Audio)
NCclOXqCxA8,11248832,UCj4mJaB6K3a6eCw1xIQ2jsA,NewMelody,2017-10-13T14:46:17Z,1789,Daya - New (Lyrics / Lyrics Video)
RUi54JTgL5s,165521585,UCe4LM_eKc9ywRmVuBm5pjQg,Atlantic Records,2009-10-27T02:48:34Z,3940,Simple Plan - Perfect (Official Video)
yHwGIA4VeOc,37253973,UC6YyYm5LWzar8Isrqs2eXzQ,24KGoldnVEVO,2020-03-20T16:03:01Z,3263,24kGoldn - CITY OF ANGELS (Official Video)
nfWlot6h_JM,3117663113,UCANLZYMidaCbLQFWXBC95Jg,TaylorSwiftVEVO,2014-08-18T21:18:00Z,995,Taylor Swift - Shake It Off
YNSxNsr4wmA,328704668,UCiA9R5n9sR06RgGGigkY5RA,ThePussycatDollsVEVO,2009-06-26T19:37:28Z,1189,The Pussycat Dolls - Don&#39;t Cha (Official Music Video) ft. Busta Rhymes
g4hGRvs6HHU,147973694,UCJrOtniJ0-NWz37R30urifQ,Alan Walker,2017-05-19T05:03:59Z,1123,Alan Walker ft. Gavin James - Tired
J0DjcsK_-HY,43580604,UCVrPiUtl29kULN2HIAm244Q,LordeVEVO,2017-08-03T20:00:30Z,2259,Lorde - Perfect Places
82cJgPXU-ik,30619645,UCiXsh6CVvfigg8psfsTekUA,AerosmithVEVO,2011-08-26T20:04:57Z,1753,Aerosmith - Sweet Emotion (Official HD Video)
zXHZIuJW97o,4404749,UCpaGGkpatzHmtC9H7Mko7HA,DJMartinJensenVEVO,2016-06-10T07:00:01Z,1182,Martin Jensen - All I Wanna Do
k2C5TjS2sh4,592708190,UCjVf2FirkZsEW8LN6nZcnog,Roxette,2009-03-04T14:16:13Z,3277,Roxette - It Must Have Been Love (Official Music Video)
eTeg1txDv8w,25144453,UCEYP88-EVu5s12aiZdinl_Q,CrashTestDummiesVEVO,2018-03-23T18:45:49Z,3488,Crash Test Dummies - Mmm Mmm Mmm Mmm (Official Video)
3YqPKLZF_WU,115985789,UCDPM_n1atn2ijUwHd0NNRQw,Coldplay,2021-09-30T04:00:11Z,4422,Coldplay X BTS - My Universe (Official Video)
aNzCDt2eidg,200084616,UCk3NOb_PipJJwzMuaBhEfQg,Birdy,2011-04-01T15:55:44Z,362,Birdy - Skinny Love [Official Music Video]
6drfp_3823I,53848598,UC1oCOqdqlNDz5Sxnlk08ZrQ,London Grammar,2013-07-26T09:57:05Z,4323,London Grammar - Strong [Official Video]
HhoATZ1Imtw,280260816,UCmKdSrwf1e8coqAzUsrVHZw,SiaVEVO,2018-05-03T23:20:33Z,1956,"LSD - Genius ft. Sia, Diplo, Labrinth"
_YzD9KW82sk,76118656,UCVS88tG_NYgxF6Udnx2815Q,Lil Baby Official 4PF,2018-10-05T14:00:17Z,1703,Lil Baby x Gunna - &quot;Drip Too Hard&quot; (Official Music Video)
oKsxPW6i3pM,81944172,UC6KkID1sNRitRLPfzZKc_5w,JimmyEatWorldVEVO,2010-07-08T00:51:49Z,1020,Jimmy Eat World - The Middle (Official Music Video)
7_tWN9Iei7Y,152205930,UCGh8tmH9x9njaI2mXfh2fyg,CrhymeTV,2016-07-14T22:38:11Z,3171,BONEZ MC &amp; RAF CAMORA - PALMEN AUS PLASTIK
mf-UJ32PJgU,175000520,UCGnjeahCJW1AF34HBmQTJ-Q,shakiraVEVO,2020-03-06T15:00:11Z,3160,"Shakira, Anuel AA - Me Gusta (Official Video)"
ic1l36GrNOU,59993515,UCPrwhIldj47n8JcqZ4Y_WFQ,NiallHoranVEVO,2016-11-23T17:00:04Z,946,Niall Horan - This Town (Lyric Video)
QFcv5Ma8u8k,156612538,UCx4Lxn5CzeG99X01__YsJpw,DrDreVEVO,2010-07-19T16:55:14Z,792,"Eminem, Dr. Dre - Forgot About Dre (Explicit) (Official Music Video) ft. Hittman"
SgM3r8xKfGE,389346650,UCBRFlde39a2U4nAkmGqJwAQ,Flo Rida,2010-07-15T21:30:55Z,1620,Flo Rida - Club Can&#39;t Handle Me ft. David Guetta [Official Music Video] - Step Up 3D
9BMwcO6_hyA,780225688,UCwlTofOAY79PS_GhmborAdA,BonJoviVEVO,2009-06-17T00:24:48Z,1612,Bon Jovi - Always (Official Music Video)
cLnkQAeMbIM,134656412,UCfIXdjDQH9Fau7y99_Orpjw,Gorillaz,2010-09-07T23:13:27Z,3441,Gorillaz - Dirty Harry (Official Video)
YATREe6dths,711895,UChWcegNjI5qZV-8jBgFAJ6A,Audioandlyrics,2019-03-30T05:26:10Z,2999,Billie Eilish - Goodbye (Lyrics)
xVhnfTwh1OA,161958001,UCtylTUUVIGY_i5afsQYeBZA,Lyrical Lemonade,2018-01-24T04:42:38Z,2724,YBN Nahmir - Bounce Out With That (Directed by Cole Bennett)
3cqU1pFRqYE,35520294,UCyX_6rb1qlRRjVRfge5_d2g,Sugar Ray Videos,2006-07-25T15:09:55Z,3215,Every Morning - Sugar Ray
JwQZQygg3Lk,542847754,UCrwmu-gceGOmtZeuTsn7DlQ,BlackEyedPeasVEVO,2010-11-24T02:20:20Z,2178,The Black Eyed Peas - The Time (Dirty Bit) (Official Music Video)
HTp5PH8ot6Q,56152667,UCjwf9oA4C9Yzxcg4vjI5GDg,Night Lovell,2014-10-05T23:11:08Z,4010,Night Lovell - Dark Light
kIDWgqDBNXA,186411098,UClx2ih2Nx8enGmsMsA6C3BQ,CAguileraVEVO,2009-10-03T04:37:42Z,1637,Christina Aguilera - Genie In A Bottle
k4INC0yk_vo,18280469,UCNqFDjYTexJDET3rPDrmJKg,7clouds,2019-12-03T18:41:15Z,3124,Melanie Martinez - Soap (Lyrics)
0-7IHOXkiV8,429484891,UCXqJrBG563pZnaqLoxHjUDg,KALEO,2016-05-24T09:04:26Z,2923,KALEO - Way Down We Go (Official Music Video)
r8OipmKFDeM,200155626,UCUDVBtnOQi4c7E8jebpjc9Q,Oasis,2008-02-15T13:59:50Z,1241,Oasis - Don&#39;t Look Back In Anger (Official Video)
fd02pGJx0s0,50255066,UCM11Z1jQPm07ImX4lqYmwqA,norahjonesVEVO,2009-02-25T00:12:48Z,3664,Norah Jones - Sunrise (Official Music Video)
Io0fBr1XBUA,1766761808,UCRzzwLpLiUNIs6YOPe33eMg,ChainsmokersVEVO,2016-04-29T07:30:01Z,28,The Chainsmokers - Don&#39;t Let Me Down (Official Video) ft. Daya
HI-mXMr8glQ,83800687,UCGIelM2Dj3zza3xyV3pL3WQ,MigosVEVO,2018-01-29T04:00:00Z,1193,Migos - Stir Fry (Official Video)
feA64wXhbjo,135327693,UCo_JevDaxp_92RhtGTBdabg,Modular YouTube,2009-07-22T11:19:18Z,1107,Bag Raiders - Shooting Stars (Official Video)
KvuQNNVrbtM,316074243,UC2CCXzC56k0b8L49R_iW-Yw,DaBaby,2019-03-04T13:00:03Z,2137,Dababy - Suge (Yea Yea) Official Music Video
OOgvDiXl6hA,98693845,UCgwv23FVv3lqh567yagXfNg,DisneyMusicVEVO,2020-03-20T04:00:07Z,3838,Olivia Rodrigo - All I Want (Official Video)
-OqrcUvrbRY,20322694,UCVMSK1i_uksa4FrXZZqGYvw,Anderson Paak,2016-10-31T16:47:40Z,3975,Anderson .Paak - Come Down (Official Video)
U6n2NcJ7rLc,83680808,UCoRuUD55rEpgfu_w4DXNx1g,RitonTimeVEVO,2021-02-26T19:00:15Z,4053,Riton x Nightcrawlers - Friday ft. Mufasa &amp; Hypeman (Dopamine Re-edit) [Official Video]
M76qUQTt_Sw,450897593,UCc6QyDjq9eXr4hzx_6ucY0Q,Felipe Araújo,2018-09-20T16:01:37Z,2755,Felipe Araújo &amp; Ferrugem - Atrasadinha
n95eekfFZZg,27540423,UCNMceJPDpB-1ZQJzh2PZ1qw,CageTheElephantVEVO,2017-01-12T18:00:31Z,4087,Cage The Elephant - Cold Cold Cold
QJO3ROT-A4E,1310478898,UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,2011-08-19T15:00:00Z,436,One Direction - What Makes You Beautiful (Official Video)
EvuL5jyCHOw,97965279,UCXO6oKBnoan5geauxYgcm3g,LennyKravitzVEVO,2007-12-03T22:53:36Z,4095,Lenny Kravitz - Fly Away
HEydV4B6mRQ,77656656,UC_Av98lDjf5KvFib5elhpYg,RauwAlejandroTv,2020-11-12T17:00:11Z,4097,Rauw Alejandro &amp; J Balvin — De Cora 💙 (Official Video)
iE_54CU7Fxk,69717681,UCBQZwaNPFfJ1gZ1fLZpAEGw,twenty one pilots,2015-05-26T14:54:15Z,2933,twenty one pilots - Message Man (Official Audio)
RviOwY0OKyE,75580793,UC_TVqp_SyG6j5hG-xVRy95A,Skrillex,2015-10-09T19:18:24Z,1931,The Game &amp; Skrillex - “El Chapo”
-aOy9P_OAeM,10016099,UCcN-NDV03eHs6oLd1pe2r8w,KhalidVEVO,2019-11-14T13:00:00Z,3313,Khalid - Up All Night (Official Audio)
nQJEp-k-ogs,78746016,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,2020-10-30T04:00:15Z,3700,Ariana Grande - pov (audio)
10IKRNNfCGU,128691251,UCHkj014U2CQ2Nv0UZeYpE_A,JustinBieberVEVO,2015-11-07T00:00:01Z,583,Justin Bieber - Sorry (Latino Remix / Audio) ft. J Balvin
ri-fIya76ac,76360623,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,2017-07-15T19:00:04Z,1787,"Alok, Bruno Martini, Zeeba - Never Let Me Go (Official Music Video)"
pbMwTqkKSps,747143280,UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,2018-10-25T16:00:14Z,1716,Billie Eilish - when the party&#39;s over
MjlTKXujfwE,108978170,UCrHL_BF5lHyK43BxLU8-vBQ,jbalvinVEVO,2021-07-02T00:00:11Z,4380,"J. Balvin, Skrillex - In Da Getto (Official Video)"
GQRSrHDHVVs,296033997,UCXQIVincj_W4CYfWKB1iPVQ,CamiloVEVO,2019-03-29T03:58:44Z,3081,Camilo - No Te Vayas (Official Video)
K1uNjmxJQUo,203565248,UCiA9R5n9sR06RgGGigkY5RA,ThePussycatDollsVEVO,2009-11-23T05:28:27Z,2742,The Pussycat Dolls - Stickwitu (Official Music Video) ft. Avant
d7cVLE4SaN0,400962999,UCwhe-6skwaZxLomc-U6Wy1w,BrysonTillerVEVO,2015-08-20T18:00:00Z,301,Bryson Tiller - Don&#39;t (Explicit Version)
kXrJm6QcCzQ,9737330,UC6BBbrG0LpPS_FNdrrIUU8A,MKVEVO,2018-09-07T07:00:07Z,3225,"MK, Jonas Blue, Becky Hill - Back &amp; Forth (Lyric Video)"
CMX2lPum_pg,118849186,UC7CB-tlRjK9GW-Exb1LhMyg,Sum41VEVO,2009-06-16T23:27:01Z,1580,Sum 41 - Fatlip (Official Music Video)
J91ti_MpdHA,355494385,UCETZ7r1_8C1DNFDO-7UXwqw,aliciakeysVEVO,2012-10-19T22:15:07Z,846,Alicia Keys - Girl on Fire (Official Video)
LZyybvVx-js,102125824,UCDGmojLIoWpXok597xYo8cg,BillieEilishVEVO,2019-12-05T17:00:05Z,2342,Billie Eilish - xanny
SmmNv3Fz0uA,997617,UCCTSB5wKKV2NWVUOfeCZCvQ,Fall In Luv,2020-08-25T04:12:47Z,3481,[Vietsub+Lyrics] Put Your Head On My Shoulder - Paul Anka (1959)
Ixrje2rXLMA,66847778,UCdQvkO2NMhbxa5LXnCX1ffA,DollyPartonVEVO,2017-06-27T19:47:33Z,1470,Dolly Parton - Jolene (Audio)
8WQMBv2deYQ,66515509,UC5di9X9n2vTrkGVwWhtq9SQ,Chimperator Channel,2014-06-05T15:00:09Z,4408,CRO - Traum (Official Version)
VRuoR--LdqQ,314399592,UC_d6W32xuEAyPlf_KmvvwEA,williamVEVO,2013-11-26T08:00:00Z,1775,"will.i.am - Feelin&#39; Myself ft. Miley Cyrus, Wiz Khalifa, French Montana"
oxqnFJ3lp5k,179717707,UC5e_2fVZJ2heCb799A04AtA,TrainVEVO,2012-02-15T08:00:00Z,384,Train - Drive By (Official Music Video)
jZfPdY7NL-0,70940911,UCmBA_wu8xGg1OfOkfW13Q0Q,Bad Bunny,2020-02-29T04:00:02Z,4438,BAD BUNNY x ANUEL AA - ESTÁ CABRÓN SER YO | YHLQMDLG [Visualizer]
1MoAdVyuEuU,7896455,UCoQJcz3rOY-CbzM-t4CRioQ,A R I Z O N A,2016-12-13T22:00:19Z,988,A R I Z O N A - Oceans Away [Official Video]
TSVHoHyErBQ,154524656,UCsXfDf1CDgU3SCt0gxJNXGg,justintimberlakeVEVO,2009-10-03T05:02:44Z,1626,Justin Timberlake - Rock Your Body (Official Video)
pTLnlkrCK8c,22803169,UCuau9DdTa25HN06NtNZOnIA,Emma FP,2010-03-06T15:41:34Z,1263,Sixpence None The Richer- Kiss Me with lyrics
LHCob76kigA,1210226260,UCs8ynQgjoKZblUXosXoeOEQ,Lukas Graham,2015-12-15T15:01:55Z,54,Lukas Graham - 7 Years [Official Music Video]
1VQ_3sBZEm0,148049296,UCGRjJrpD2bmk9Ilq6nq80qg,foofightersVEVO,2009-10-03T04:46:13Z,1968,Foo Fighters - Learn To Fly (Official Music Video)
mYFaghHyMKc,20483025,UCgeV3APcTC596EoMRrZ_N1w,FamilyoftheYear,2015-01-15T20:59:37Z,728,Family of the Year - Hero [Official Music Video]
mGgMZpGYiy8,87678747,UC9YTouco1dW1KIZL-P3znoA,TheCureVEVO,2010-02-23T15:02:31Z,1202,The Cure - Friday I&#39;m In Love (Official Video)
UnyLfqpyi94,70759782,UCQ5w3fSomzziZfO7neK7eAg,AJR,2018-08-30T15:04:26Z,3104,AJR - Burn The House Down (Official Video)
x2rQzv8OWEY,134107804,UCYp3rk70ACGXQ4gFAiMr1SQ,Rammstein Official,2015-07-31T14:37:13Z,3673,Rammstein - Engel (Official Video)
DuFUtL8zUAk,89374212,UCpDJl2EmP7Oh90Vylx0dZtA,Spinnin' Records,2013-06-24T10:02:19Z,354,Martin Garrix - Animals (Original Mix)
FC3y9llDXuM,207225219,UCPegaNSzeo9sB7JZ1VpDqJw,WheatusVEVO,2010-09-28T03:33:36Z,1283,Wheatus - Teenage Dirtbag
WCoI6jIk9w8,210143347,UCKTWUJqT3NSZ50I49ExjWZQ,Warner Música,2020-08-14T04:00:01Z,3659,Justin Quiles - Jeans (Official Music Video)
cq8k-ZbsXDI,10944220,UCpVYYLkwTw25fhCfqy-ZveA,215Days,2012-12-07T15:40:49Z,2827,The Doors - Light My Fire
8F2s8ivKXNY,141044903,UCHcb3FQivl6xCRcHC2zjdkQ,Oliver Tree,2021-05-28T16:00:12Z,4420,Oliver Tree - Life Goes On [Music Video]
2KsrI8PiShw,19895101,UC-yXuc1__OzjwpsJPlxYUCQ,WORLDSTARHIPHOP,2019-04-04T19:10:23Z,3568,KYLE Feat. Lil Yachty &quot;Hey Julie!&quot; (WSHH Exclusive - Official Music Video)
wagn8Wrmzuc,396309803,UC07Kxew-cMIaykMOkzqHtBQ,LadyGagaVEVO,2011-05-03T23:53:26Z,4300,Lady Gaga - Judas (Official Music Video)
6Cp6mKbRTQY,246089091,UC1SqP7_RfOC9Jf9L_GRHANg,AviciiOfficialVEVO,2013-12-09T17:00:04Z,175,Avicii - Hey Brother
0-EF60neguk,287669431,UCsoO-3c_sjJSbwYbdegqknA,Sinéad O'Connor,2017-07-10T13:55:39Z,3450,Sinéad O&#39;Connor - Nothing Compares 2U [Official Music Video]
atyPXBQfCaY,18917623,UCXNssh0OXIyf4xj9OtkbQ-g,JaySmutty,2018-05-04T16:44:35Z,1418,Post Malone - Ball For Me Ft. Nicki Minaj (beerbongs &amp; bentleys)
yF1-IHn8cRU,32115828,UCe9JQN67fXOpATmbLuR9Upw,SamHuntVEVO,2015-06-17T07:00:00Z,2710,Sam Hunt - House Party (Official Music Video)
rItv9i6c7AY,308179364,UCwLK17rpMFUfktQEcMzSyWg,LukeCombsVEVO,2018-05-04T07:00:03Z,2034,Luke Combs - Beautiful Crazy
tcYodQoapMg,385069092,UC0VOyT2OCBKdQhF3BAbZ-1g,ArianaGrandeVevo,2020-10-23T04:00:10Z,3539,Ariana Grande - positions (official video)
wsrvmNtWU4E,88388524,UCv5emLGrYcQAmbpeFVlzjdg,Warner Records Vault,2009-10-27T02:03:09Z,1994,Metallica - Whiskey In The Jar (Official Music Video)
D_cMCvudZBs,1730287,UCEGJtJpwHlpUoMlAOlCWdAA,tameimpalaVEVO,2020-08-15T20:15:02Z,4234,Tame Impala - Yes I&#39;m Changing (Official Audio)
VN4upVaDFFs,191679273,UCIUKjjLfyf19Mr6Q_27GXlw,YGVEVO,2014-03-07T17:00:04Z,1228,YG - Who Do You Love? ft. Drake (Explicit) (Official Music Video)
9Sc-ir2UwGU,793512036,UCYpVqLSvfseUqb2URAkexlw,KygoOfficialVEVO,2015-03-09T07:00:01Z,117,Kygo - Firestone ft. Conrad Sewell (Official Video)
-CPCs7vVz6s,51177406,UCTeGHGnuF6bG7l6tS_hnmvQ,ErykahBaduVEVO,2009-06-16T22:27:24Z,4059,Erykah Badu - On &amp; On (Official Video)
X5G9tIe84lE,41564959,UCj5GuFig1ergXwriEnrxCqQ,NeonTreesVEVO,2012-03-08T16:40:07Z,3181,Neon Trees - Everybody Talks
0KCWqnldEag,85894787,UCQznUf1SjfDqx65hX3zRDiA,DrakeVEVO,2012-04-26T07:00:10Z,3779,Drake - HYFR (Hell Ya Fucking Right) (Explicit) ft. Lil Wayne
ABXtWqmArUU,14586874,UCNNZzEPxwQJhcOBULe1jNCA,PaulSimonVEVO,2013-09-11T22:17:48Z,3800,Paul Simon - 50 Ways to Leave Your Lover (Official Audio)
UE_-obgiWm0,248472635,UChEYVadfkMCfrKUi6qr3I1Q,Kodak Black,2014-08-25T11:34:05Z,1015,KODAK BLACK NO FLOCKIN (Official Video) FREESTYLE (Prod. by VinnyxProd)
eBG7P-K-r1Y,213595897,UCGRjJrpD2bmk9Ilq6nq80qg,foofightersVEVO,2009-10-03T04:49:58Z,574,Foo Fighters - Everlong (Official HD Video)
p47fEXGabaY,383702104,UCNpY5DI8KO-ROA2BxgGWrXg,RickyMartinVEVO,2009-10-03T04:42:00Z,2025,Ricky Martin - Livin&#39; La Vida Loca
344KGcW0HRY,19603359,UC4rasfm9J-X4jNl9SvXp8xA,Ultra Music,2014-10-09T16:08:58Z,4039,"Steve Aoki, Chris Lake &amp; Tujamo feat. Kid Ink - Delirious (Boneless) [Official Video]"
R03cqGg40GU,158234180,UClVrJwcIy7saPcGc1nct80A,Fueled By Ramen,2015-12-24T15:00:01Z,1238,Panic! At The Disco: Death Of A Bachelor [OFFICIAL VIDEO]
Y1xs_xPb46M,723309444,UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,2012-01-13T16:00:00Z,2930,One Direction - One Thing
Jwgf3wmiA04,979048945,UCbW18JZRgko_mOGm5er8Yzg,OneDirectionVEVO,2015-08-21T05:30:00Z,185,One Direction - Drag Me Down (Official Video)
WnEUC4eZjjA,939792,UCBWCdjezApQ4eS7c-00r6xA,Elifeleth Duarte Rojas,2011-12-20T04:03:16Z,3634,Carol Of The Bell by John Williams
3G32BQ3JJ1c,20205486,UCT3LuopJjwYEFkSgOXjG0Pg,Yellow Claw,2015-11-23T18:22:23Z,758,Yellow Claw &amp; DJ Mustard - In My Room (feat. Ty Dolla $ign &amp; Tyga) [Official Music Video]
U-PXEe-qeK4,352589098,UC6MfFxrAK-e4HcgJROvDJDg,ZaraLarssonMusicVEVO,2015-01-20T21:25:00Z,634,Zara Larsson - Uncover (Official Music Video)
